climate,inequality,human rights,gender,lgbtq,european union,immigration,health,misinformation,hate speech
51,41,44,54,80,53,57,40,41,49
21,55,37,27,44,62,40,55,50,37
21,70,38,83,28,41,53,60,55,51
49,41,38,54,38,32,57,55,34,49
49,37,55,40,38,62,68,41,59,50
49,55,55,69,74,25,48,53,31,40
71,55,55,40,44,48,27,55,34,37
21,41,14,60,64,44,48,38,56,51
73,55,55,54,44,44,30,55,59,48
21,51,44,58,44,62,47,55,47,69
66,41,14,16,74,62,37,57,40,37
66,51,38,27,44,48,51,59,69,77
21,55,58,58,44,47,41,59,40,49
49,60,44,60,28,42,53,49,40,41
49,55,37,54,64,32,40,27,41,38
66,41,14,40,80,48,56,49,22,42
21,55,58,27,80,53,76,54,38,84
71,39,55,44,80,47,57,43,33,51
21,19,37,54,28,48,48,59,40,49
49,83,58,54,28,25,40,53,55,37
21,55,44,40,44,62,27,60,50,37
49,41,37,40,74,47,40,59,56,82
51,66,55,19,28,48,47,81,51,42
66,36,14,66,74,42,41,50,40,44
66,51,44,20,44,32,68,44,42,38
66,83,55,40,74,62,68,59,51,36
49,60,37,16,64,48,58,49,50,40
68,80,44,40,74,35,40,48,51,87
21,41,44,67,28,53,25,46,58,49
49,55,14,66,28,62,27,71,42,38
51,55,58,66,80,48,53,44,47,83
49,70,38,66,44,25,68,55,66,49
88,80,55,58,44,62,58,22,37,84
51,41,55,40,28,32,51,50,52,62
66,41,38,70,28,53,53,44,48,44
74,83,37,54,44,37,40,48,45,51
51,55,14,44,44,53,41,55,37,49
21,51,58,40,64,41,51,35,54,44
68,83,58,58,44,47,47,47,61,30
69,41,44,58,38,53,47,43,55,48
51,41,44,58,64,47,53,48,45,39
66,51,55,44,74,62,76,53,51,81
69,41,58,60,28,37,53,71,36,38
21,41,38,80,38,62,57,50,57,51
21,66,55,83,74,25,76,90,31,62
69,41,38,58,44,48,40,53,52,51
51,55,55,44,64,32,30,54,47,51
68,19,44,40,64,48,57,48,51,51
49,37,37,16,74,37,25,54,40,51
51,55,14,54,64,35,53,55,83,36
21,55,44,60,38,37,30,43,83,44
49,55,58,40,44,35,41,41,42,87
74,51,55,19,28,32,40,40,33,51
49,60,38,44,44,48,37,38,72,39
49,36,38,58,74,62,25,41,38,42
21,55,55,67,80,41,56,36,47,41
51,19,44,40,44,53,41,68,52,25
49,70,44,27,38,41,57,43,63,38
51,66,14,58,44,62,57,50,59,41
51,51,44,58,80,62,41,40,36,42
21,70,14,62,38,53,56,39,58,36
49,41,14,40,38,53,76,41,40,48
21,19,55,58,74,53,68,44,40,44
74,41,58,58,44,44,41,71,36,83
21,36,37,40,38,47,56,43,47,38
71,39,14,53,28,48,57,60,57,82
49,51,38,27,38,25,76,60,41,49
71,55,38,44,28,41,41,49,41,51
51,60,38,19,74,62,51,60,55,51
49,83,38,16,38,41,40,44,57,40
21,55,44,58,74,44,41,53,59,42
49,37,44,58,38,37,48,38,42,77
51,51,14,51,44,41,40,39,57,27
51,55,58,27,44,42,40,41,45,48
49,51,37,44,44,48,41,54,57,90
49,51,14,58,80,53,40,45,36,38
49,41,55,19,74,53,58,85,39,49
49,36,55,44,74,41,51,67,50,38
21,51,58,40,44,42,47,41,51,51
49,39,44,67,38,62,68,59,51,48
49,66,58,44,38,53,51,50,51,48
21,41,38,27,44,53,51,50,45,51
21,55,37,40,80,62,57,48,70,41
66,66,44,58,28,53,53,49,47,50
49,55,44,40,28,53,25,85,55,49
21,51,38,16,74,53,53,60,50,90
69,55,44,20,44,53,47,37,45,49
49,19,55,66,64,48,40,36,63,51
49,19,55,62,28,32,40,54,49,41
74,37,58,16,38,41,47,41,40,82
49,41,14,51,80,53,76,51,48,51
21,80,14,19,38,35,76,41,47,42
51,55,44,83,74,44,57,49,51,49
51,55,55,58,80,42,40,40,69,36
51,66,38,53,44,41,56,37,55,49
51,41,38,62,28,53,68,55,41,43
49,19,44,40,44,53,48,40,40,84
21,19,37,27,64,32,56,85,42,77
51,19,58,40,28,62,27,73,54,38
49,41,58,58,28,44,40,71,59,43
21,39,58,70,28,62,40,53,71,49
49,39,58,58,80,44,27,53,50,49
21,70,14,66,44,53,51,57,40,51
71,19,44,54,80,48,68,40,46,36
51,22,44,40,44,47,30,39,73,35
66,22,55,27,74,25,76,50,62,51
49,39,44,16,38,62,68,48,34,34
49,37,55,58,64,62,51,55,59,51
51,41,38,44,44,37,53,53,69,50
51,70,44,54,64,37,51,53,45,87
88,66,58,80,38,32,40,36,40,43
51,55,44,69,64,42,30,35,51,84
51,51,44,40,64,62,53,90,40,70
51,55,14,83,38,42,76,60,33,42
74,19,58,16,44,53,53,47,72,48
21,41,37,20,44,42,51,40,37,70
70,41,55,83,28,62,68,60,42,43
49,55,44,20,74,42,68,35,55,49
74,70,58,60,38,62,41,54,36,34
21,51,14,54,28,47,68,46,38,40
66,19,44,69,38,42,47,36,56,76
74,51,37,44,28,44,53,49,51,51
21,51,44,19,44,41,76,44,59,25
49,41,38,66,44,35,76,72,51,43
49,41,44,44,38,62,40,85,51,36
21,51,14,64,44,62,37,44,57,51
51,55,14,19,44,35,51,55,40,51
21,51,37,40,38,62,41,53,38,51
21,41,44,66,74,25,56,48,55,77
21,80,44,40,38,48,41,64,46,84
49,39,44,58,28,42,58,40,58,42
51,80,14,16,44,48,76,44,58,51
51,55,14,20,64,37,76,30,36,32
21,22,55,54,28,62,48,71,51,40
51,36,44,16,44,53,51,49,46,87
21,36,44,54,44,32,58,50,50,49
68,41,44,40,74,41,47,40,40,49
21,55,37,44,38,41,76,47,40,49
66,51,37,80,38,62,47,43,41,79
49,41,38,58,38,44,47,85,71,84
51,51,55,40,74,62,47,55,40,51
66,51,37,19,28,62,25,57,47,87
88,80,58,58,28,35,56,71,46,44
51,36,37,40,64,62,51,73,51,41
66,51,44,60,64,35,37,54,54,81
51,55,55,58,74,62,53,50,41,37
49,80,58,58,64,48,27,46,63,49
49,51,14,44,44,41,56,54,63,41
68,51,44,58,44,48,37,39,63,51
49,60,14,67,64,62,53,50,51,49
68,70,44,83,44,42,47,36,33,82
51,51,37,20,44,41,48,67,57,41
49,19,44,44,80,53,51,43,41,51
70,41,37,58,80,47,41,46,33,41
21,70,14,19,38,48,53,40,71,51
74,51,55,54,28,62,47,67,70,87
49,41,44,53,38,44,25,57,49,49
51,83,44,58,74,41,40,50,45,44
51,41,55,51,44,37,68,50,51,37
74,36,55,40,28,48,56,64,69,40
21,60,44,58,64,62,53,33,63,50
21,83,55,54,38,32,48,33,42,38
49,66,44,60,44,53,41,49,41,50
73,55,55,40,28,35,25,49,47,43
51,51,37,20,80,25,48,44,49,34
51,70,55,83,38,35,48,49,42,83
21,41,44,67,64,62,68,54,40,38
51,39,58,44,44,53,40,38,54,49
70,19,38,54,44,41,51,53,38,36
21,60,55,40,64,48,48,47,47,48
51,41,14,53,38,48,41,36,40,82
21,41,44,58,44,41,37,47,67,39
49,55,37,58,38,62,41,46,45,37
51,66,55,54,44,53,27,34,50,50
49,22,44,58,80,48,37,47,34,51
51,36,44,54,74,48,41,59,34,30
51,80,44,83,44,53,56,90,42,82
74,55,44,20,74,35,30,36,51,49
21,51,37,54,38,42,56,57,76,49
51,41,14,19,38,32,47,71,62,49
21,22,58,80,44,37,57,53,48,87
21,51,37,54,38,37,56,48,73,44
51,41,44,62,80,62,47,44,51,37
69,80,38,58,38,62,68,53,50,39
21,51,44,58,38,41,53,71,45,49
51,55,14,58,44,48,47,50,36,36
51,41,44,44,28,37,27,43,51,27
88,41,44,51,38,53,40,48,22,49
21,55,55,70,28,62,47,60,67,44
51,41,37,16,38,44,56,55,57,51
51,51,44,58,44,53,47,73,67,62
21,55,14,53,44,53,56,50,40,25
21,60,44,58,64,32,40,41,34,83
51,66,55,19,28,48,57,55,50,49
21,19,55,19,38,48,68,43,40,49
73,22,14,20,44,48,48,64,51,48
49,41,38,40,38,53,25,59,40,42
88,55,38,58,44,32,48,47,51,27
49,22,58,20,44,25,27,40,66,62
49,51,37,40,44,48,58,55,67,77
74,55,37,53,44,44,25,55,57,49
51,22,58,58,44,47,68,46,47,36
70,83,37,58,44,53,58,53,51,39
71,51,14,67,44,53,30,37,38,44
21,66,55,19,74,47,30,60,42,49
71,51,14,66,74,62,27,81,66,76
21,41,55,40,44,44,53,48,48,90
51,80,44,54,38,48,27,43,51,40
49,41,55,83,64,41,51,38,73,51
71,55,55,62,80,41,40,50,50,49
66,55,58,20,44,32,47,68,46,48
21,70,55,64,64,53,56,36,56,27
21,55,55,44,74,42,53,50,33,51
68,51,44,58,28,37,76,60,45,51
66,60,58,20,44,62,57,41,46,90
21,22,58,83,44,25,76,49,34,34
49,66,44,40,44,48,27,53,42,48
49,19,44,58,44,41,76,36,73,51
49,55,14,54,28,42,53,49,40,38
66,83,44,40,28,41,40,36,52,39
21,22,14,19,74,44,30,46,45,42
51,51,14,54,44,41,40,44,58,49
21,41,44,27,74,41,41,59,51,38
21,55,37,66,44,48,40,51,57,49
49,41,44,20,44,53,76,60,51,50
21,39,38,83,64,44,68,71,50,35
49,41,58,20,80,62,57,55,45,49
51,51,55,67,44,35,47,90,47,81
21,36,37,54,64,48,58,40,51,51
21,55,44,16,64,47,48,54,49,49
21,66,44,19,44,62,68,60,63,51
21,55,55,44,44,53,47,85,67,41
51,55,44,58,44,35,37,36,42,41
51,41,58,60,44,62,58,53,57,50
66,19,44,19,44,25,51,57,51,81
71,55,37,16,64,62,76,45,38,87
51,60,55,60,44,53,48,50,47,49
21,80,37,58,44,62,27,59,51,43
49,55,55,40,80,48,37,60,48,82
49,51,44,58,80,48,25,47,48,50
51,60,14,44,28,41,27,37,67,40
51,37,44,54,64,42,48,36,48,33
51,22,55,53,44,42,48,36,40,34
71,80,37,58,74,53,51,35,40,50
66,55,38,70,44,53,37,22,66,34
21,39,44,54,44,53,25,48,50,38
49,51,55,40,38,25,68,67,42,42
51,80,14,40,44,48,48,45,80,70
21,41,14,51,74,44,68,33,50,51
21,83,44,44,38,48,68,53,57,27
21,41,58,19,38,44,53,27,37,42
51,60,44,58,44,42,57,40,71,83
49,80,55,44,38,47,53,49,55,49
49,41,44,40,80,48,41,41,57,51
49,55,55,40,80,42,58,36,41,81
51,41,37,54,80,35,68,54,45,84
49,37,14,58,44,32,58,30,59,87
21,41,38,53,74,48,30,53,54,50
49,41,58,40,74,62,40,41,51,49
69,80,44,40,74,35,56,85,47,38
73,83,14,20,44,48,57,35,61,36
49,60,44,16,28,62,40,34,40,40
71,41,38,44,44,53,25,48,73,44
49,37,44,16,38,62,47,46,55,69
21,41,44,54,74,47,58,72,57,42
49,36,55,44,44,42,40,60,52,51
21,41,14,19,80,53,51,47,62,49
49,41,44,54,28,44,57,55,66,51
49,55,55,40,64,53,37,38,68,42
21,55,58,54,38,53,48,60,42,43
21,55,38,44,28,48,47,38,55,83
21,19,44,53,64,44,56,45,59,50
51,41,44,58,80,35,51,40,57,44
66,60,44,58,44,44,48,59,38,49
49,22,44,20,64,47,68,44,36,74
49,55,38,70,28,53,27,55,52,51
66,41,58,69,74,35,51,44,51,43
73,55,44,20,64,42,30,50,72,50
49,51,37,70,44,42,47,55,50,38
88,55,55,40,64,41,30,50,66,25
21,37,44,54,38,53,41,47,52,87
21,66,14,66,28,32,27,60,39,77
49,51,37,58,74,53,57,35,67,44
21,41,58,16,28,53,48,41,40,49
51,51,55,44,44,53,76,72,49,51
70,70,55,60,38,35,25,55,67,43
21,83,38,44,44,53,56,48,36,51
73,70,44,40,44,41,51,55,45,44
51,55,14,58,44,62,30,43,46,69
21,55,37,54,38,48,48,49,56,44
74,51,38,58,80,48,53,44,57,82
49,41,37,54,44,53,68,47,83,83
70,37,14,19,44,47,51,47,62,40
21,36,44,58,44,37,57,54,38,51
21,51,44,54,38,48,30,41,40,82
21,55,14,58,64,48,51,43,51,49
73,36,44,54,38,44,48,43,38,49
69,37,44,51,44,35,57,50,34,40
51,37,44,58,38,48,48,49,55,38
49,60,44,44,44,48,47,55,73,84
51,41,38,51,80,32,68,36,47,51
66,41,37,20,38,25,58,60,51,25
66,41,58,40,44,42,58,60,50,37
21,66,55,51,74,53,40,35,59,51
49,60,58,58,80,53,58,53,47,69
49,41,38,67,44,48,47,57,47,44
49,55,58,58,28,62,41,55,58,49
70,19,44,58,28,62,56,44,51,51
21,55,55,58,28,44,58,41,47,44
51,60,55,40,38,53,27,57,51,42
49,83,37,19,44,62,47,38,51,51
49,36,55,40,28,32,27,57,69,51
21,55,44,62,74,25,58,85,45,49
66,51,58,54,80,48,27,39,41,48
21,19,44,69,64,48,41,57,50,41
49,51,37,80,38,48,76,47,49,48
51,60,38,60,74,48,41,55,69,51
49,41,58,44,44,48,68,45,49,42
49,22,55,54,28,47,57,55,64,51
49,37,44,40,74,32,58,37,55,34
51,66,44,40,74,53,68,50,51,37
51,41,55,70,28,47,56,60,47,69
51,66,58,60,44,62,51,47,46,50
21,37,58,51,28,53,56,50,42,48
88,55,44,54,64,53,56,53,45,49
51,70,55,51,44,35,40,51,41,51
51,19,44,16,44,62,30,46,59,90
51,51,44,58,44,53,56,48,54,40
21,19,44,20,44,62,51,48,54,38
51,37,44,40,28,47,48,81,37,51
49,39,44,53,74,62,76,34,57,34
49,60,44,40,38,53,41,72,47,43
49,41,44,19,64,42,48,53,57,41
21,80,14,60,80,53,76,60,73,40
88,55,38,54,64,35,41,55,57,51
66,51,38,20,28,48,47,49,72,51
51,51,55,40,38,35,76,41,54,51
49,80,38,27,38,42,47,29,51,49
49,41,44,58,44,53,51,60,51,43
49,41,38,19,28,44,53,72,48,49
51,51,44,27,44,42,76,50,61,43
69,60,58,40,44,48,56,49,42,48
66,51,44,58,80,25,47,54,68,51
73,41,58,54,44,42,40,50,45,37
74,66,14,66,44,53,58,60,51,35
49,36,55,40,44,62,41,73,38,49
73,51,38,44,28,48,40,34,38,42
49,51,55,27,38,62,56,44,37,51
21,70,55,51,64,37,30,44,42,49
51,41,58,58,80,53,58,35,46,51
49,51,44,16,64,62,41,59,22,44
49,55,14,58,44,44,58,46,34,42
49,36,44,58,38,48,68,55,40,49
49,41,37,54,80,48,56,71,51,50
74,60,58,58,80,62,30,47,71,42
49,55,44,58,38,44,30,48,66,38
49,51,44,40,38,42,40,49,67,41
49,55,58,67,38,44,25,54,54,77
21,39,44,19,44,35,48,43,50,36
88,51,55,20,80,35,53,53,40,44
66,51,44,40,64,48,68,81,40,81
49,70,44,54,28,42,48,50,55,70
21,70,44,54,74,47,25,22,42,74
68,51,44,20,64,41,53,53,34,48
49,51,38,40,44,37,51,57,70,44
51,37,38,58,28,44,51,47,37,35
51,83,38,62,64,53,56,59,38,82
49,66,58,40,74,47,76,49,57,38
21,80,38,16,80,25,68,35,34,51
49,51,44,58,64,53,41,43,47,82
51,80,37,64,74,47,48,44,34,87
49,51,38,58,44,32,27,68,57,36
51,80,55,16,28,53,25,41,51,81
49,41,44,44,44,37,51,27,55,49
21,51,44,51,44,53,57,71,52,42
21,55,55,54,64,53,76,30,45,25
51,80,44,69,38,37,41,53,73,48
49,55,44,58,28,53,68,60,50,51
21,41,58,66,44,62,76,55,59,42
21,55,38,53,64,53,48,59,47,37
51,51,58,44,74,48,53,53,62,77
73,41,58,58,80,42,58,57,42,49
21,41,55,70,80,32,41,71,47,51
51,51,55,53,44,53,68,54,38,36
21,83,58,40,80,47,37,60,38,49
88,83,58,54,28,53,41,73,51,36
49,51,38,19,74,53,53,50,47,82
49,60,44,58,44,62,27,55,46,32
88,55,44,27,64,53,68,59,67,90
51,41,37,69,38,47,30,43,73,37
49,51,58,20,28,62,76,44,50,48
21,37,55,66,80,62,53,57,40,33
21,19,14,69,44,48,41,51,40,44
51,55,44,44,28,53,58,47,52,82
66,41,14,53,28,53,25,49,47,49
51,51,44,58,64,53,58,43,37,36
49,19,14,62,44,42,30,43,40,51
68,36,44,54,80,47,48,43,55,49
70,36,58,60,28,25,47,48,57,42
51,51,55,51,64,62,51,50,40,51
68,51,55,40,44,35,51,55,54,41
51,41,58,54,38,47,51,44,41,48
21,55,58,60,80,37,76,40,41,84
68,55,14,66,74,25,47,71,50,49
66,83,44,44,28,53,37,55,71,51
49,55,55,19,44,42,47,40,37,38
51,55,14,54,38,53,47,54,40,38
51,51,58,40,44,62,41,64,31,37
49,41,58,54,44,48,53,48,42,81
49,51,55,54,28,53,58,53,56,34
73,55,55,51,44,62,76,22,22,36
74,55,44,60,28,62,53,47,51,43
49,55,58,40,64,47,76,50,51,62
21,41,55,58,28,53,41,90,41,51
70,51,14,53,28,25,30,50,38,84
21,41,44,64,38,47,41,45,57,44
66,55,55,20,80,53,51,57,62,38
51,51,55,58,38,37,68,50,48,49
49,41,37,44,74,53,41,43,73,51
74,41,14,20,38,53,53,48,45,49
69,55,38,44,64,53,76,55,40,50
21,41,37,58,44,48,40,49,34,51
51,39,44,40,38,62,58,49,47,87
49,55,58,53,44,53,53,60,36,40
69,55,55,60,74,37,27,38,42,48
49,55,55,40,64,42,47,49,40,35
21,70,14,58,44,48,48,55,41,49
66,36,38,16,38,48,51,27,51,90
70,55,58,40,28,44,76,48,40,41
66,55,55,62,28,37,56,47,62,42
21,22,58,51,44,37,41,41,49,42
68,51,55,60,80,35,68,49,66,38
49,60,37,20,44,53,58,55,46,50
88,41,44,69,80,48,58,22,73,38
21,22,14,54,44,32,56,57,57,51
66,41,44,44,74,41,47,67,61,51
51,55,44,54,74,53,51,35,47,48
21,22,38,27,44,62,48,44,47,51
21,51,37,58,74,62,47,51,47,87
51,36,44,80,38,42,56,81,41,38
49,66,44,58,64,32,41,45,71,44
51,39,44,58,64,37,25,43,57,40
49,55,38,40,44,53,51,40,42,51
21,55,44,66,74,62,47,44,51,44
73,51,55,53,28,44,58,53,55,41
49,60,44,58,38,42,47,41,34,87
21,55,58,51,38,62,58,45,42,42
21,60,44,27,38,62,56,48,46,51
66,51,14,64,80,62,53,59,34,42
49,19,37,16,44,32,40,55,56,38
49,41,14,58,64,53,41,57,55,42
21,51,44,83,64,35,76,50,33,44
73,51,44,58,44,62,58,73,31,50
21,55,44,40,38,53,47,40,72,42
66,41,44,58,38,62,48,71,55,30
21,37,44,54,44,53,41,43,34,51
49,70,14,83,28,42,41,47,71,51
51,70,55,66,44,42,30,68,46,49
68,51,14,40,44,48,68,44,56,51
49,39,58,54,80,44,68,41,69,49
49,41,44,66,28,25,58,46,55,49
49,41,38,51,64,41,25,55,50,41
21,39,14,58,44,25,41,35,45,84
49,41,44,51,80,48,40,45,51,48
51,51,44,58,64,44,68,59,42,87
21,19,14,19,64,48,53,60,61,49
66,41,44,40,64,53,37,49,50,49
73,41,44,44,38,42,76,44,34,81
49,37,38,58,44,53,25,36,42,38
21,19,44,83,80,32,53,47,54,49
49,70,58,40,28,53,68,51,69,81
21,55,37,51,74,62,53,53,66,74
51,51,37,80,44,47,48,44,42,84
21,70,44,58,28,48,40,55,57,36
66,55,37,58,28,32,47,43,61,50
51,66,14,40,28,53,58,90,83,82
51,36,37,58,44,44,48,53,42,82
21,51,44,54,38,53,30,45,46,70
71,55,58,51,44,35,40,35,31,49
49,37,14,20,80,48,51,55,47,25
49,66,14,40,44,53,68,41,48,49
21,22,58,58,44,47,53,43,54,48
73,41,55,58,80,42,68,49,66,77
71,41,44,58,64,53,57,60,76,44
51,41,55,27,28,62,40,35,40,36
51,83,38,70,44,25,47,48,38,76
68,41,14,54,80,48,47,35,47,51
51,39,55,58,38,62,30,57,40,41
49,51,44,54,44,44,47,49,50,82
88,55,37,27,44,53,27,81,38,83
49,51,37,58,38,41,30,40,57,38
21,41,14,51,44,62,48,48,52,51
21,41,44,40,44,41,37,41,42,76
51,51,44,27,44,62,51,54,40,51
51,51,44,51,38,53,68,36,51,40
51,66,44,16,74,32,48,45,42,50
51,41,44,51,38,37,53,50,38,44
51,41,44,58,80,35,76,53,56,44
66,36,37,16,38,42,47,55,57,38
51,19,44,20,64,53,41,59,46,90
51,36,55,16,44,37,53,35,66,70
21,41,55,58,28,48,76,71,63,49
21,70,37,44,44,53,68,55,69,33
68,66,14,51,64,42,58,71,56,37
68,22,44,58,38,35,51,36,40,43
68,51,58,58,28,62,27,35,41,69
21,41,14,27,80,48,68,36,47,51
51,41,58,66,44,48,37,85,42,51
49,41,55,44,44,53,56,49,40,35
49,37,44,19,44,62,76,59,42,36
21,51,55,51,80,62,58,35,42,48
21,66,44,54,44,47,57,38,42,49
49,51,55,80,44,48,51,81,42,49
49,51,37,40,64,32,68,81,58,48
70,19,58,19,44,62,41,59,59,84
66,51,44,27,74,44,47,46,40,41
21,51,58,60,38,32,27,57,55,49
51,80,58,40,44,25,48,43,57,49
49,66,44,66,64,62,40,49,62,42
21,66,58,58,64,37,47,64,50,84
69,41,44,54,80,32,48,64,50,37
74,41,44,51,80,53,40,60,70,43
49,19,14,66,44,62,40,35,71,51
49,51,44,20,28,62,37,49,70,87
21,60,58,58,28,48,58,81,40,50
49,36,44,19,38,62,68,55,42,81
49,51,44,58,80,53,56,27,49,50
21,60,55,67,38,48,41,48,51,42
73,36,55,40,44,32,56,50,48,49
21,70,55,66,28,62,41,49,51,82
21,55,38,80,28,32,25,59,40,32
51,36,44,66,28,62,25,49,64,44
51,41,44,27,38,62,47,49,63,69
21,66,55,66,80,53,56,55,50,37
49,51,38,54,74,41,47,22,46,49
68,51,14,53,74,62,68,29,40,36
51,41,14,54,80,53,56,44,42,51
21,39,44,20,44,53,30,68,56,36
68,55,44,16,80,37,48,60,56,51
74,22,44,54,44,42,68,30,51,69
21,60,14,40,64,35,51,54,51,49
49,39,38,58,44,35,58,55,67,49
66,41,55,54,28,47,25,59,58,76
21,22,44,44,38,35,53,34,62,42
51,51,55,40,28,53,41,49,57,42
49,55,55,20,44,48,47,41,57,87
21,22,55,40,64,47,25,45,61,51
51,37,44,58,44,48,57,55,58,43
73,41,14,20,38,25,48,85,67,84
66,70,55,51,64,44,48,50,62,84
51,66,38,40,38,44,40,71,47,70
66,41,38,66,28,48,40,43,55,43
51,80,55,58,44,47,37,38,45,49
70,41,37,20,38,62,40,55,22,51
21,41,37,44,44,44,68,60,59,50
51,41,37,54,44,42,68,43,22,82
49,41,37,40,44,62,41,49,36,39
51,55,14,58,80,37,41,57,76,42
21,70,58,53,38,62,51,48,42,49
21,37,55,53,44,53,57,49,57,42
21,51,44,51,74,32,41,49,62,49
73,36,44,54,64,53,56,34,51,51
21,51,14,16,44,62,57,44,40,49
51,55,37,16,38,62,25,38,58,49
21,19,44,44,44,53,27,55,57,42
49,51,44,44,28,44,41,44,58,51
49,55,38,58,44,47,53,55,48,84
49,51,38,64,80,62,68,43,40,50
21,37,14,54,28,44,41,72,73,84
51,41,44,19,28,48,48,81,45,51
21,39,44,58,44,62,25,48,52,32
68,60,58,40,74,48,76,53,54,49
51,41,44,67,64,48,30,44,57,87
49,55,55,20,44,41,40,44,69,51
51,41,44,69,80,44,25,47,58,84
21,51,37,60,64,42,47,44,40,51
51,51,44,44,44,47,40,60,46,49
21,83,38,58,44,37,47,41,40,51
51,55,38,67,44,44,48,73,37,51
66,55,44,58,28,35,37,60,47,51
51,70,58,58,44,32,51,48,51,51
66,41,55,51,80,62,40,60,40,38
70,51,58,40,44,48,58,43,38,40
73,60,38,54,44,48,76,55,66,49
51,41,37,40,28,53,30,54,67,69
49,51,58,16,44,62,47,44,66,42
70,37,38,60,80,53,58,55,42,40
49,41,55,51,64,37,56,90,22,48
49,39,37,27,64,48,51,55,63,37
71,41,55,62,80,53,47,39,34,25
21,39,44,40,28,53,30,43,49,36
49,51,44,44,80,53,76,49,83,49
49,39,37,66,64,47,41,59,51,41
21,83,44,58,44,62,37,55,40,49
68,51,58,16,28,53,47,39,46,38
51,41,58,27,38,53,25,55,31,44
51,51,44,54,28,53,51,51,66,41
66,39,55,40,44,62,25,81,41,90
51,51,55,70,44,37,41,41,34,90
51,41,14,70,44,37,58,53,39,82
49,83,44,66,28,37,40,60,73,32
21,55,37,40,44,48,25,72,51,51
21,22,44,60,38,53,58,53,51,38
21,55,44,60,38,44,58,36,67,44
49,36,58,54,28,53,51,27,51,48
21,39,44,19,44,62,53,35,83,35
51,51,44,58,38,25,58,49,58,50
21,22,44,20,28,44,37,43,69,34
49,41,14,60,38,41,27,41,40,49
51,51,44,53,44,53,53,64,47,87
51,55,44,27,28,62,68,48,50,40
66,36,38,40,38,42,41,33,57,90
49,55,44,16,28,41,47,44,45,48
21,55,38,58,44,53,47,54,51,48
21,41,37,80,64,37,68,60,66,49
51,55,37,54,44,48,51,59,33,82
49,55,38,20,28,48,57,36,40,41
49,51,14,27,38,25,40,55,38,38
49,51,55,44,80,48,51,48,72,79
51,55,38,58,44,62,56,27,46,51
21,51,14,20,80,47,58,50,52,49
21,39,55,40,44,53,41,46,48,25
51,55,44,70,28,48,56,90,57,49
71,55,44,40,44,35,53,54,33,50
51,41,14,54,74,53,47,48,50,51
21,55,55,67,64,53,57,64,22,48
51,22,44,54,44,35,41,49,57,30
21,22,14,66,64,53,40,48,38,49
21,70,58,27,74,62,47,73,57,49
49,19,55,40,64,62,57,45,49,49
66,80,44,67,44,62,40,60,57,42
51,41,44,19,64,62,51,54,59,25
21,41,44,60,64,62,40,50,80,49
49,22,44,60,28,62,76,55,49,51
73,83,37,54,28,53,41,50,38,51
51,22,55,54,64,53,48,49,41,49
71,41,44,58,28,32,47,72,55,44
51,55,44,27,74,62,57,54,38,82
21,51,44,58,44,44,41,43,38,81
21,41,55,16,38,41,40,67,72,48
49,51,44,19,28,53,53,54,47,79
49,55,38,40,44,25,68,60,50,49
49,41,44,40,80,41,53,49,39,42
51,41,44,66,44,48,47,50,51,43
71,41,38,58,28,62,27,48,50,49
51,22,44,44,44,62,30,53,37,50
21,60,14,19,74,53,57,43,55,79
21,60,14,16,44,62,27,43,54,49
21,55,58,27,80,62,58,50,36,87
66,83,44,40,28,41,27,53,58,48
21,51,14,44,44,53,76,73,51,50
21,55,44,54,64,53,53,48,33,49
21,41,37,19,74,25,76,29,59,87
49,70,55,58,80,44,37,46,61,49
49,70,44,51,38,62,40,57,39,51
51,51,44,54,80,53,30,60,40,41
49,19,55,40,38,37,48,47,42,50
21,51,37,51,38,53,30,47,57,83
70,51,37,58,38,53,57,39,67,41
49,55,44,83,44,35,58,90,48,44
69,83,44,66,38,42,51,44,47,51
49,41,58,58,44,32,51,29,36,43
49,51,14,44,74,25,58,54,57,51
21,39,55,58,28,62,58,53,45,74
21,51,44,40,74,53,47,71,38,48
49,66,44,58,74,53,76,54,47,43
49,51,14,19,64,44,58,55,66,76
51,55,44,16,44,62,56,37,42,42
49,41,38,51,44,53,53,49,40,48
21,55,44,19,80,41,53,44,59,38
51,41,55,40,38,48,76,50,36,87
66,51,55,58,80,48,58,35,40,49
71,80,58,64,80,53,51,71,55,87
51,37,58,44,28,47,58,30,51,51
51,41,44,44,44,48,58,60,45,34
49,51,55,58,44,44,57,34,73,34
21,19,37,54,38,62,76,71,66,27
51,55,14,54,64,62,51,43,57,43
68,83,44,66,28,62,41,59,42,32
70,51,44,27,28,62,57,40,51,87
51,36,44,40,74,48,48,55,55,51
21,70,58,54,80,48,30,68,62,49
70,66,38,58,44,47,40,48,47,49
51,41,55,60,44,25,53,43,57,42
51,51,44,60,80,62,58,36,51,79
51,39,55,16,80,53,40,36,41,79
21,55,55,60,64,44,51,59,40,37
71,41,14,20,28,37,48,53,42,32
68,19,14,53,28,53,25,81,51,43
51,55,58,40,64,62,58,49,54,62
21,41,37,58,38,53,68,50,34,51
51,41,38,16,74,62,68,72,47,35
88,55,44,58,38,47,41,44,51,50
21,51,44,51,44,53,40,59,34,40
49,41,38,40,64,41,27,46,38,62
49,39,14,60,44,25,53,41,41,82
88,37,58,58,74,48,37,60,50,51
69,51,37,54,28,25,58,71,50,81
